,OS,Country,City,Provider,Gender,DOB,facebook_use,voter_reg,works_in_oil_gas,climate_change_importance,climate_change_worry,climate_change_personal_harm,climate_change_future_gen_harm,county
502,iOS,US,Parker,AT&T,male,1981,Less than once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Not at all important,Not at all worried,Not at all,Not at all,Douglas County
503,Android,US,Golden,Unknown,male,1977,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, I am employed in the oil and gas industry",Extremely important,Not very worried,Not at all,A great deal,Jefferson County
504,iOS,US,Colorado Springs,Unknown,female,1993,Once a month,"Registered to vote, registered as Republican ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
505,iOS,US,Fort Morgan,T-Mobile,female,1991,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,Morgan County
506,Android,US,Fort Morgan,Viaero,male,1989,Every day,Not registered to vote,No,Not at all important,Not at all worried,Not at all,Not at all,Weld County
507,Android,US,Denver,T-Mobile,female,1989,Less than once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not at all worried,Only a little,Only a little,
508,iOS,US,Denver,Verizon,male,1987,Once a week,Not registered to vote,No,Not at all important,Not at all worried,Not at all,Not at all,Denver County
509,Web,US,Denver,Unknown,male,1975,Every day,"Registered to vote, registered as Republican ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Extremely important,Not very worried,A great deal,A moderate amount,Denver County
510,iOS,US,Denver,Unknown,male,2000,Every day,"Registered to vote, registered as Democratic","Yes, I am employed in the oil and gas industry",Very important,Not very worried,A great deal,Only a little,Denver County
511,Web,US,Grand Junction,Unknown,female,1947,Less than once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not at all important,Not at all worried,Not at all,Not at all,Mesa County
512,Android,US,Steamboat Springs,Unknown,male,1984,Once a month,"Registered to vote, registered as Republican ","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,Denver County
513,Android,US,Denver,T-Mobile,female,1958,Every day,"Registered to vote, registered as Republican ","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,Denver County
514,Web,US,Longmont,Unknown,male,1983,Every day,"Registered to vote, registered as Democratic","Yes, I am employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,Arapahoe County
515,Web,US,Longmont,Unknown,female,1994,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Somewhat worried,Only a little,A moderate amount,Denver County
516,Android,US,Aurora,AT&T,male,1975,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,Don’t know,A great deal,Arapahoe County
517,Web,US,Fort Collins,Unknown,female,1994,Once a week,"Registered to vote, registered as Republican ",No,Not too important,Not very worried,Not at all,Only a little,Weld County
518,Web,US,Fort Collins,Unknown,female,1976,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not at all worried,Not at all,Not at all,Larimer County
519,Android,US,Aurora,Unknown,female,1982,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Only a little,A great deal,Arapahoe County
520,Android,US,Commerce City,AT&T,female,1984,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Adams County
521,Web,US,Loveland,Unknown,female,1952,I never use Facebook or Instagram,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,A moderate amount,A great deal,Larimer County
522,Web,US,Calhan,Unknown,male,1980,Every day,"Registered to vote, registered as Democratic","Yes, both myself and close friends or family members are employed in the oil and gas industry",Very important,Very worried,A great deal,A great deal,Adams County
523,Web,US,Avon,Unknown,male,1980,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,Only a little,A great deal,Denver County
524,Android,US,Brighton,Sprint,female,1997,Every day,"Registered to vote, registered as Republican ","Yes, I am employed in the oil and gas industry",Not at all important,Not at all worried,Not at all,Not at all,Adams County
525,Web,US,Del Norte,Unknown,female,1968,Every day,"Registered to vote, registered as Republican ","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Rio Grande
526,Web,US,Englewood,Unknown,female,1980,Every day,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A moderate amount,A moderate amount,Jefferson County
527,Web,US,Gill,Unknown,male,1972,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not at all important,Not at all worried,Not at all,Not at all,Jefferson County
528,Web,US,Littleton,Unknown,female,1984,Once a month,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,Only a little,Arapahoe County
529,Web,US,Montrose,Unknown,male,1980,Every day,"Registered to vote, registered as Republican ","Yes, I am employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,El Paso County
530,Web,US,Lone Tree,Unknown,male,1975,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Montrose County
531,Android,US,Unknown,Unknown,female,1948,Every day,Not registered to vote,No,Extremely important,Very worried,A moderate amount,A great deal,Garfield County
532,Android,US,Unknown,Unknown,female,1987,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A moderate amount,A great deal,El Paso County
533,iOS,US,Unknown,Unknown,male,1995,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,Don’t know,A great deal,
534,Android,US,Unknown,T-Mobile,male,1983,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Oklahoma. Not sure why I got this survey but it hits home hard.
535,iOS,US,Parker,Unknown,female,1999,Every day,Not registered to vote,No,Very important,Very worried,A great deal,A great deal,Arapahoe County
536,Android,US,Colorado Springs,Unknown,male,1972,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Very worried,A moderate amount,A moderate amount,El Paso County
537,Android,US,Colorado Springs,T-Mobile,female,1981,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A great deal,A great deal,El Paso County
538,iOS,US,Colorado Springs,T-Mobile,female,1965,Every day,Not registered to vote,Not sure,Extremely important,Not at all worried,A moderate amount,Only a little,El Paso County
539,Web,US,Colorado Springs,Unknown,female,1952,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,Don’t know,A great deal,El Paso County
540,Android,US,Colorado Springs,AT&T,male,1980,Every day,Not registered to vote,No,Very important,Somewhat worried,Only a little,A great deal,El Paso County
541,Web,US,Frisco,Unknown,female,1966,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A great deal,Summit County
542,Web,US,Granby,Unknown,female,1992,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Denver County
543,Android,US,Denver,Verizon,female,1987,Less than once a month,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A moderate amount,A great deal,Denver County
544,iOS,US,Denver,Unknown,female,1975,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Boulder County
545,Android,US,Denver,T-Mobile,female,1988,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Denver County
546,Android,US,Denver,Unknown,female,2001,Less than once a month,Not registered to vote,No,Extremely important,Very worried,A moderate amount,A great deal,Jefferson County
547,iOS,US,Denver,Verizon,female,1981,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Jefferson County
548,iOS,US,Gunnison,Verizon,female,1981,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,A moderate amount,A great deal,Gunnison
549,iOS,US,Denver,Unknown,female,1985,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Summit County
550,Android,US,Denver,Unknown,female,1970,Every day,Not registered to vote,No,Very important,Very worried,A moderate amount,A great deal,"I don't live in Colorado, I live in Wyoming"
551,Android,US,Denver,Unknown,male,1970,Once a week,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A great deal,A great deal,Douglas County
552,Android,US,Denver,Unknown,female,1968,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,None
553,iOS,US,Denver,Unknown,male,1968,Every day,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,None
554,Android,US,Denver,Unknown,female,1960,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not very worried,Don’t know,A moderate amount,Denver County
555,iOS,US,Denver,Unknown,male,1984,Once a week,Not registered to vote,"Yes, both myself and close friends or family members are employed in the oil and gas industry",Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Montezuma County
556,iOS,US,Denver,Unknown,female,2000,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,Arapahoe County
557,Android,US,Denver,Unknown,female,1971,Once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A great deal,A great deal,Pueblo County
558,Android,US,Denver,Unknown,male,1977,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,A great deal,A great deal,None
559,Android,US,Denver,Unknown,female,2000,Once a week,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,Other
560,Android,US,Denver,Unknown,female,2000,Every day,Not registered to vote,No,Extremely important,Somewhat worried,A great deal,A great deal,Denver County
561,Android,US,Denver,AT&T,female,1996,Once a month,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,A moderate amount,A great deal,Denver County
562,Android,US,Denver,AT&T,female,1985,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Don’t know,A great deal,Denver County
563,Android,US,Denver,Unknown,female,1968,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Adams County
564,Android,US,Denver,Sprint,male,1981,Less than once a month,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,Denver County
565,iOS,US,Denver,Verizon,female,1988,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Denver County
566,Android,US,Denver,Unknown,male,1954,Once a week,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,Missouri
567,iOS,US,Denver,Sprint,female,1988,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Adams County
568,Android,US,Denver,T-Mobile,male,1990,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Somewhat worried,A great deal,A great deal,El Paso County
569,Web,US,Denver,Unknown,male,1969,Every day,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,Other
570,Web,US,Denver,Unknown,male,1972,Every day,"Registered to vote, registered as Democratic",No,Not at all important,Not at all worried,Not at all,Not at all,Denver County
571,iOS,US,Denver,Sprint,male,2000,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Denver County
572,iOS,US,Denver,Unknown,female,1963,Once a week,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Arapahoe County
573,Android,US,Denver,T-Mobile,male,1971,I never use Facebook or Instagram,Not registered to vote,No,Very important,Somewhat worried,Only a little,A great deal,Jefferson County
574,Android,US,Denver,Verizon,male,2002,Every day,I don’t know,No,Extremely important,Very worried,A moderate amount,A great deal,Other
576,Web,US,Denver,Unknown,male,1974,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A great deal,A great deal,Jefferson County
577,Unknown,US,Denver,Unknown,male,2000,I never use Facebook or Instagram,I don’t know,Not sure,Extremely important,Very worried,A moderate amount,A moderate amount,Denver County
578,Unknown,US,Denver,Unknown,female,1986,Once a week,"Registered to vote, registered as Democratic",Not sure,Extremely important,Very worried,A great deal,A great deal,Jefferson County
579,Android,US,Denver,T-Mobile,female,1967,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,Don’t know,A moderate amount,Adams County
580,iOS,US,Denver,Unknown,male,1980,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A moderate amount,Denver County
581,Android,US,Denver,Sprint,male,1983,Once a week,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Adams County
582,iOS,US,Denver,Unknown,female,1946,I never use Facebook or Instagram,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Denver County
583,Android,US,Pueblo,AT&T,male,1990,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,Only a little,A great deal,Pueblo County
584,iOS,US,Pueblo,Unknown,male,1998,Every day,I don’t know,"Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,El Paso County
585,Android,US,Pueblo,AT&T,male,1985,Once a month,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Pueblo County
586,iOS,US,Pueblo,Unknown,male,1992,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Pueblo County
587,Android,US,Denver,Unknown,male,1977,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Adams County
588,iOS,US,Denver,T-Mobile,male,2000,Once a week,Not registered to vote,No,Very important,Somewhat worried,A great deal,A great deal,Denver County
589,Android,US,Denver,Verizon,male,1992,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",Not sure,Very important,Very worried,A great deal,A great deal,Larimer County
590,Web,US,Denver,Unknown,male,1965,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Boulder County
591,Android,US,Sterling,Unknown,female,1952,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Not at all,A great deal,Jefferson County
592,Web,US,Thornton,Unknown,male,1978,Once a week,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Don’t know,A great deal,Adams County
593,Web,US,Longmont,Unknown,male,1990,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Boulder County
594,iOS,US,Denver,Verizon,male,1987,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Not at all,Only a little,Denver County
595,iOS,US,Denver,T-Mobile,female,1982,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,A great deal,A great deal,Missouri
596,Android,US,Denver,T-Mobile,male,1990,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Very worried,A great deal,A great deal,Arapahoe County
597,Android,US,Longmont,Unknown,male,1980,Every day,"Registered to vote, registered as Democratic","Yes, I am employed in the oil and gas industry",Very important,Very worried,A great deal,A great deal,Douglas County
598,Android,US,Colorado City,AT&T,male,1983,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Somewhat worried,A great deal,A great deal,Pueblo County
599,Android,US,Arvada,T-Mobile,male,1984,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Not very worried,A great deal,A great deal,Jefferson County
600,Android,US,Arvada,T-Mobile,female,1960,Every day,Not registered to vote,No,Extremely important,Somewhat worried,A great deal,A great deal,Don't  live in  Colorado
601,Android,US,Arvada,T-Mobile,female,1959,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Delta County
602,iOS,US,Arvada,T-Mobile,male,1960,I never use Facebook or Instagram,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Boulder County
603,Web,US,Arvada,Unknown,female,1965,Once a week,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A great deal,Arapahoe County
604,Unknown,US,Erie,Unknown,male,2000,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,A great deal,A great deal,Broomfield County
605,Android,US,Arvada,Unknown,male,1980,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,El Paso County
606,iOS,US,Aurora,T-Mobile,female,2001,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Arapahoe County
607,iOS,US,Fort Collins,AT&T,female,1990,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,Larimer County
608,Web,US,Aurora,Unknown,male,1978,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Pueblo County
609,Android,US,Fort Collins,T-Mobile,female,1996,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Larimer County
610,Android,US,Fort Collins,T-Mobile,male,1993,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A moderate amount,A great deal,Larimer County
611,Web,US,Fort Collins,Unknown,female,1955,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Larimer County
612,Android,US,Fort Collins,Unknown,male,1996,Once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,Denver County
613,iOS,US,Aurora,Unknown,female,1976,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,Arapahoe County
614,iOS,US,Commerce City,Unknown,female,1993,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Adams County
615,Web,US,Westminster,Unknown,male,1999,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,Only a little,A great deal,Adams County
616,Android,US,Boulder,Unknown,male,1970,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,Denver County
617,Android,US,Fountain,Unknown,female,1967,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
618,iOS,US,Brighton,Unknown,male,1977,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Only a little,Don’t know,Adams County
619,iOS,US,Edwards,Verizon,female,1981,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Eagle County
620,Web,US,Castle Rock,Unknown,male,1998,Every day,"Registered to vote, registered as Republican ","Yes, I am employed in the oil and gas industry",Very important,Very worried,A great deal,A great deal,Arapahoe County
621,iOS,US,Englewood,Unknown,female,1959,Every day,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,A great deal,A great deal,Arapahoe County
622,Android,US,Rifle,T-Mobile,female,1967,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,Only a little,Not at all,Garfield
623,Android,US,Littleton,Verizon,female,1965,Every day,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A great deal,A great deal,Arapahoe County
624,iOS,US,Littleton,Unknown,male,1946,I never use Facebook or Instagram,"Registered to vote, registered as Democratic","Yes, both myself and close friends or family members are employed in the oil and gas industry",Somewhat important,Not very worried,Not at all,A moderate amount,Arapahoe County
625,Android,US,Littleton,Unknown,male,1979,Once a week,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Not in Colorado
626,Android,US,Greeley,Unknown,female,1994,Every day,I don’t know,No,Somewhat important,Somewhat worried,A great deal,A great deal,Weld County
627,Android,US,Greeley,Verizon,male,1986,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Weld County
628,Android,US,Montrose,Verizon,female,1960,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Montrose County
629,Web,US,Littleton,Unknown,female,1933,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Douglas County
630,Android,US,Unknown,Sprint,male,1973,Every day,Not registered to vote,No,Not too important,Not at all worried,Not at all,Not at all,Denver County
631,Android,US,Unknown,Unknown,male,1976,Every day,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,Only a little,A great deal,El Paso County
632,iOS,US,Denver,Unknown,female,1976,Every day,"Registered to vote, registered as Democratic",Not sure,Extremely important,Very worried,A moderate amount,A moderate amount,Denver County
633,Android,US,Denver,Unknown,male,1988,Every day,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,None
634,iOS,US,Denver,Unknown,female,1988,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Weld County
635,Android,US,Akron,Viaero,female,1979,Every day,"Registered to vote, registered as Republican ",No,Somewhat important,Somewhat worried,Only a little,A great deal,Larimer County
636,Android,US,Denver,T-Mobile,male,1962,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,Only a little,Adams County
637,iOS,US,Grand Junction,Unknown,male,1986,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Mesa County
638,Web,US,Denver,Unknown,male,1980,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Douglas County
639,iOS,US,Aurora,Verizon,female,1991,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Jefferson County
640,Android,US,Aurora,Verizon,female,1965,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Not at all,Don’t know,None
641,iOS,US,Commerce City,Unknown,male,1997,Every day,"Registered to vote, registered as Republican ","Yes, I am employed in the oil and gas industry",Not too important,Not very worried,A great deal,Not at all,Denver County
642,Android,US,Trinidad,AT&T,female,1973,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Las Animas
643,Android,US,Castle Rock,Verizon,male,1966,Every day,"Registered to vote, registered as Republican ",No,Very important,Very worried,A moderate amount,A moderate amount,Other
644,iOS,US,Montrose,AT&T,female,1980,Once a month,"Registered to vote, registered as Democratic",No,Not at all important,Somewhat worried,Only a little,Only a little,Montrose County
645,Android,US,Unknown,AT&T,female,1979,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A great deal,I don't live in Colorado
646,Android,US,Unknown,Verizon,female,1994,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, I am employed in the oil and gas industry",Very important,Somewhat worried,Only a little,A moderate amount,Denver County
647,Android,US,Unknown,Verizon,female,1993,Once a month,Not registered to vote,"Yes, both myself and close friends or family members are employed in the oil and gas industry",Somewhat important,Somewhat worried,A moderate amount,A great deal,Dont live in Colorado
648,iOS,US,Unknown,Unknown,female,1962,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,not in Colorado
649,Android,US,Unknown,Verizon,male,1977,Once a week,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A moderate amount,A great deal,Denver County
650,Android,US,Unknown,T-Mobile,female,1970,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Weld County
651,Web,US,Littleton,Unknown,female,1965,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Not very worried,Only a little,A great deal,Montezuma County
652,Android,US,Littleton,Unknown,female,1991,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Jefferson County
653,iOS,US,Parker,Unknown,male,1999,Once a week,I don’t know,Not sure,Somewhat important,Somewhat worried,Only a little,A great deal,Weld County
654,iOS,US,Colorado Springs,Unknown,female,1987,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,A moderate amount,A moderate amount,El Paso County
655,Android,US,Colorado Springs,Unknown,male,2000,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Not very worried,Only a little,A moderate amount,El Paso County
656,iOS,US,Colorado Springs,Unknown,female,1958,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,El Paso County
657,Android,US,Colorado Springs,Verizon,female,1968,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
658,Web,US,Colorado Springs,Unknown,female,1995,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
659,Android,US,Colorado Springs,Unknown,male,1981,Once a week,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A great deal,A great deal,Montezuma County
660,Android,US,Denver,AT&T,male,1995,Less than once a month,"Registered to vote, registered as Democratic",No,Very important,Not very worried,Not at all,A great deal,Broomfield County
661,Android,US,Denver,Verizon,male,1994,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A moderate amount,Douglas County
662,iOS,US,Denver,Verizon,female,1988,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Boulder County
663,Android,US,Denver,T-Mobile,male,2001,Less than once a month,Not registered to vote,Not sure,Extremely important,Very worried,A great deal,A great deal,Adams County
664,iOS,US,Denver,Unknown,female,1976,Every day,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,I live in Utah
665,Android,US,Denver,Unknown,female,1956,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Other
666,iOS,US,Denver,Unknown,female,1976,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Denver County
667,Android,US,Denver,Unknown,female,2001,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Somewhat worried,A moderate amount,A great deal,Morgan County
668,Android,US,Denver,Unknown,female,1974,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Arapahoe County
669,Web,US,Denver,Unknown,male,1993,Less than once a month,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Denver County
670,Android,US,Denver,Unknown,male,1986,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Not at all,A moderate amount,Jefferson County
671,iOS,US,Denver,Unknown,female,1997,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,Not at all,A moderate amount,Denver County
672,Android,US,Denver,Unknown,female,1963,Every day,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,A moderate amount,A moderate amount,Denver County
673,Web,US,Denver,Unknown,male,1985,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,Only a little,La Plata County
674,iOS,US,Denver,Verizon,female,1988,Every day,"Registered to vote, registered as Republican ",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Jefferson County
675,iOS,US,Denver,Verizon,female,1984,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Only a little,A great deal,Denver County
676,Android,US,Denver,Unknown,female,1980,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A moderate amount,A great deal,Jefferson County
