,IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2984,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,0,Units,,,137.0,,
2990,TOT_KNOWN,Total number of known species,MOSS,Mosses,LVA,Latvia,NBR,Number,0,Units,,,560.0,,
2991,TOT_KNOWN,Total number of known species,LICHEN,Lichens,LVA,Latvia,NBR,Number,0,Units,,,687.0,,
2992,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,0,Units,,,17100.0,,
2993,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,LVA,Latvia,NBR,Number,0,Units,,,559.0,,
2994,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,LVA,Latvia,NBR,Number,0,Units,,,687.0,,
2995,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,0,Units,,,17000.0,,
2996,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,LVA,Latvia,NBR,Number,0,Units,,,41.0,,
2997,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,LVA,Latvia,NBR,Number,0,Units,,,18.0,,
2998,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,0,Units,,,38.0,,
2999,CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,LVA,Latvia,NBR,Number,0,Units,,,3.0,,
3000,CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,LVA,Latvia,NBR,Number,0,Units,,,2.0,,
3001,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,0,Units,,,7.0,,
3002,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,LVA,Latvia,NBR,Number,0,Units,,,17.0,,
3003,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,LVA,Latvia,NBR,Number,0,Units,,,4.0,,
3004,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,0,Units,,,34.0,,
3005,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,LVA,Latvia,NBR,Number,0,Units,,,61.0,,
3006,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,LVA,Latvia,NBR,Number,0,Units,,,24.0,,
3007,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,LVA,Latvia,NBR,Number,0,Units,,,79.0,,
3014,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,68.0,,
3015,TOT_KNOWN,Total number of known species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,389.0,,
3016,TOT_KNOWN,Total number of known species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,7.0,,
3017,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,13.0,,
3018,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,1334.0,,
3019,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,105.0,,
3020,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,51.0,,
3021,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,54.0,,
3022,TOT_KNOWN,Total number of known species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,470.0,,
3023,TOT_KNOWN,Total number of known species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,250.0,,
3024,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,25000.0,,
3025,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,59.0,,
3026,TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,368.0,,
3027,TOT_KNOWN_IND,Total number of indigenous known species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,7.0,,
3028,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,13.0,,
3029,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,786.0,,
3030,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,85.0,,
3031,TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,49.0,,
3032,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,36.0,,
3033,ENDANGERED,Number of endangered species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,3.0,,
3034,ENDANGERED,Number of endangered species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,17.0,,
3035,ENDANGERED,Number of endangered species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3036,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3037,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,66.0,,
3038,ENDANGERED,Number of endangered species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3039,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3040,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3041,ENDANGERED,Number of endangered species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,13.0,,
3042,ENDANGERED,Number of endangered species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,16.0,,
3043,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,54.0,,
3044,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,4.0,,
3045,VULNERABLE,Number of vulnerable species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,20.0,,
3046,VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3047,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,3.0,,
3048,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,41.0,,
3049,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,2.0,,
3050,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3051,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,2.0,,
3052,VULNERABLE,Number of vulnerable species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,26.0,,
3053,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,3.0,,
3054,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,22.0,,
3055,THREATENED,Total number of threatened species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,7.0,,
3056,THREATENED,Total number of threatened species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,56.0,,
3057,THREATENED,Total number of threatened species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,2.0,,
3058,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,4.0,,
3059,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,130.0,,
3060,THREATENED,Total number of threatened species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,5.0,,
3061,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3062,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,4.0,,
3063,THREATENED,Total number of threatened species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,48.0,,
3064,THREATENED,Total number of threatened species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,43.0,,
3065,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,89.0,,
3066,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,3.0,,
3067,ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,17.0,,
3068,ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3069,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3070,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,66.0,,
3071,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3072,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3073,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3074,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,13.0,,
3075,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,16.0,,
3076,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,54.0,,
3077,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,4.0,,
3078,VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,20.0,,
3079,VULNERABLE_IND,Number of vulnerable indigenous species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3080,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,3.0,,
3081,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,41.0,,
3082,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,2.0,,
3083,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,0.0,,
3084,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,2.0,,
3085,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,26.0,,
3086,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,3.0,,
3087,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,22.0,,
3088,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,LTU,Lithuania,NBR,Number,0,Units,,,7.0,,
3089,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,LTU,Lithuania,NBR,Number,0,Units,,,56.0,,
3090,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,LTU,Lithuania,NBR,Number,0,Units,,,2.0,,
3091,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,LTU,Lithuania,NBR,Number,0,Units,,,4.0,,
3092,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,NBR,Number,0,Units,,,130.0,,
3093,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,LTU,Lithuania,NBR,Number,0,Units,,,5.0,,
3094,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,LTU,Lithuania,NBR,Number,0,Units,,,1.0,,
3095,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,LTU,Lithuania,NBR,Number,0,Units,,,4.0,,
3096,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,LTU,Lithuania,NBR,Number,0,Units,,,48.0,,
3097,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,LTU,Lithuania,NBR,Number,0,Units,,,43.0,,
3098,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,LTU,Lithuania,NBR,Number,0,Units,,,89.0,,
3115,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,,,38.0,,
3116,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,,,10.0,,
3117,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,,,555.0,,
3118,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,19.0,,
3119,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,2.0,,
3120,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,17.0,,
3121,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,22.0,,
3122,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,,,10.0,,
3123,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,,,15.0,,
3124,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,,,198.0,,
3125,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,7.0,,
3126,CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,4.0,,
3127,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,3.0,,
3128,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,30.0,,
3129,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,,,59.0,,
3130,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,,,12.0,,
3131,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,,,588.0,,
3132,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,24.0,,
3133,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,8.0,,
3134,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,16.0,,
3135,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,AUS,Australia,NBR,Number,0,Units,,,1.0,,
3136,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,13.0,,
3137,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,,,107.0,,
3138,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,,,135.0,,
3139,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,AUS,Australia,NBR,Number,0,Units,,,61.0,,
3140,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,,,37.0,,
3141,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,,,1341.0,,
3142,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,50.0,,
3143,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,14.0,,
3144,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,36.0,,
3145,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,AUS,Australia,NBR,Number,0,Units,,,1.0,,
3146,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,65.0,,
3154,TOT_KNOWN,Total number of known species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,1016.0,,
3155,TOT_KNOWN,Total number of known species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,2100.0,,
3156,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,45244.0,,
3157,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,1016.0,,
3158,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,2100.0,,
3159,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,45244.0,,
3160,ENDANGERED,Number of endangered species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,69.0,,
3161,ENDANGERED,Number of endangered species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,135.0,,
3162,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,310.0,,
3163,CRITICAL,Number of critically endangered species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,34.0,,
3164,CRITICAL,Number of critically endangered species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,57.0,,
3165,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,302.0,,
3166,VULNERABLE,Number of vulnerable species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,135.0,,
3167,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,251.0,,
3168,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,356.0,,
3169,THREATENED,Total number of threatened species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,238.0,,
3170,THREATENED,Total number of threatened species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,443.0,,
3171,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,968.0,,
3172,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,69.0,,
3173,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,135.0,,
3174,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,310.0,,
3175,CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,34.0,,
3176,CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,57.0,,
3177,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,302.0,,
3178,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,135.0,,
3179,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,251.0,,
3180,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,356.0,,
3181,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,AUT,Austria,NBR,Number,0,Units,,,238.0,,
3182,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,AUT,Austria,NBR,Number,0,Units,,,443.0,,
3183,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,AUT,Austria,NBR,Number,0,Units,,,968.0,,
3190,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,FRA,France,NBR,Number,0,Units,,,1060.0,,
3191,ENDANGERED,Number of endangered species,FISH_TOT,Fish,FRA,France,NBR,Number,0,Units,,,11.0,,
3192,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,FRA,France,NBR,Number,0,Units,,,22.0,,
3193,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,FRA,France,NBR,Number,0,Units,,,51.0,,
3194,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,FRA,France,NBR,Number,0,Units,,,7.0,,
3195,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,FRA,France,NBR,Number,0,Units,,,18.0,,
3196,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,FRA,France,NBR,Number,0,Units,,,8.0,,
3197,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,FRA,France,NBR,Number,0,Units,,,179.0,,
3198,THREATENED,Total number of threatened species,FISH_TOT,Fish,FRA,France,NBR,Number,0,Units,,,26.0,,
3199,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,FRA,France,NBR,Number,0,Units,,,219.0,,
3203,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,51.0,,
3204,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,28.0,,
