,IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2736,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,BRA,Brazil,NBR,Number,0,Units,,,12.0,,
2737,ENDANGERED,Number of endangered species,FISH_TOT,Fish,BRA,Brazil,NBR,Number,0,Units,,,126.0,,
2738,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,BRA,Brazil,NBR,Number,0,Units,,,14.0,,
2739,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,BRA,Brazil,NBR,Number,0,Units,,,112.0,,
2740,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,BRA,Brazil,NBR,Number,0,Units,,,104.0,,
2741,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,BRA,Brazil,NBR,Number,0,Units,,,12.0,,
2742,CRITICAL,Number of critically endangered species,BIRD,Birds,BRA,Brazil,NBR,Number,0,Units,,,42.0,,
2743,CRITICAL,Number of critically endangered species,REPTILE,Reptiles,BRA,Brazil,NBR,Number,0,Units,,,10.0,,
2744,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,BRA,Brazil,NBR,Number,0,Units,,,18.0,,
2745,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,BRA,Brazil,NBR,Number,0,Units,,,135.0,,
2746,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,BRA,Brazil,NBR,Number,0,Units,,,34.0,,
2747,CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,BRA,Brazil,NBR,Number,0,Units,,,101.0,,
2748,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,BRA,Brazil,NBR,Number,0,Units,,,101.0,,
2749,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,BRA,Brazil,NBR,Number,0,Units,,,55.0,,
2750,VULNERABLE,Number of vulnerable species,BIRD,Birds,BRA,Brazil,NBR,Number,0,Units,,,120.0,,
2751,VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,BRA,Brazil,NBR,Number,0,Units,,,20.0,,
2752,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,BRA,Brazil,NBR,Number,0,Units,,,11.0,,
2753,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,BRA,Brazil,NBR,Number,0,Units,,,148.0,,
2754,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,BRA,Brazil,NBR,Number,0,Units,,,50.0,,
2755,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,BRA,Brazil,NBR,Number,0,Units,,,98.0,,
2756,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,BRA,Brazil,NBR,Number,0,Units,,,94.0,,
2757,THREATENED,Total number of threatened species,MAMMAL,Mammals,BRA,Brazil,NBR,Number,0,Units,,,110.0,,
2758,THREATENED,Total number of threatened species,BIRD,Birds,BRA,Brazil,NBR,Number,0,Units,,,234.0,,
2759,THREATENED,Total number of threatened species,REPTILE,Reptiles,BRA,Brazil,NBR,Number,0,Units,,,80.0,,
2760,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,BRA,Brazil,NBR,Number,0,Units,,,38.0,,
2761,THREATENED,Total number of threatened species,FISH_TOT,Fish,BRA,Brazil,NBR,Number,0,Units,,,409.0,,
2762,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,BRA,Brazil,NBR,Number,0,Units,,,98.0,,
2763,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,BRA,Brazil,NBR,Number,0,Units,,,311.0,,
2764,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,BRA,Brazil,NBR,Number,0,Units,,,299.0,,
2765,TOT_KNOWN,Total number of known species,MOSS,Mosses,AUS,Australia,NBR,Number,0,Units,,,1871.0,,
2766,TOT_KNOWN,Total number of known species,LICHEN,Lichens,AUS,Australia,NBR,Number,0,Units,,,3880.0,,
2767,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,114095.0,,
2768,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,AUS,Australia,NBR,Number,0,Units,,,1865.0,,
2769,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,AUS,Australia,NBR,Number,0,Units,,,3878.0,,
2770,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,22.0,,
2771,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,30.0,,
2772,VULNERABLE,Number of vulnerable species,MOSS,Mosses,AUS,Australia,NBR,Number,0,Units,,,1.0,,
2773,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,13.0,,
2774,THREATENED,Total number of threatened species,MOSS,Mosses,AUS,Australia,NBR,Number,0,Units,,,1.0,,
2775,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,AUS,Australia,NBR,Number,0,Units,,,65.0,,
2778,TOT_KNOWN,Total number of known species,MOSS,Mosses,BEL,Belgium,NBR,Number,0,Units,,,521.0,,
2779,TOT_KNOWN,Total number of known species,LICHEN,Lichens,BEL,Belgium,NBR,Number,0,Units,,,838.0,,
2780,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,5238.0,,
2781,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,BEL,Belgium,NBR,Number,0,Units,,,521.0,,
2782,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,BEL,Belgium,NBR,Number,0,Units,,,838.0,,
2783,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,5227.0,,
2784,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,201.0,,
2785,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,135.0,,
2786,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,230.0,,
2787,THREATENED,Total number of threatened species,MOSS,Mosses,BEL,Belgium,NBR,Number,0,Units,,,140.0,,
2788,THREATENED,Total number of threatened species,LICHEN,Lichens,BEL,Belgium,NBR,Number,0,Units,,,495.0,,
2789,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,566.0,,
2790,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,201.0,,
2791,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,135.0,,
2792,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,230.0,,
2793,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,BEL,Belgium,NBR,Number,0,Units,,,140.0,,
2794,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,BEL,Belgium,NBR,Number,0,Units,,,495.0,,
2795,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,BEL,Belgium,NBR,Number,0,Units,,,566.0,,
2802,TOT_KNOWN,Total number of known species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,0,Units,,,892.0,,
2803,TOT_KNOWN,Total number of known species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,0,Units,,,1526.0,,
2804,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,0,Units,,,32627.0,,
2805,ENDANGERED,Number of endangered species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,0,Units,,,88.0,,
2806,ENDANGERED,Number of endangered species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,0,Units,,,186.0,,
2807,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,0,Units,,,1173.0,,
2808,CRITICAL,Number of critically endangered species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,0,Units,,,70.0,,
2809,CRITICAL,Number of critically endangered species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,0,Units,,,136.0,,
2810,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,0,Units,,,1014.0,,
2811,VULNERABLE,Number of vulnerable species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,0,Units,,,93.0,,
2812,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,0,Units,,,247.0,,
2813,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,0,Units,,,1339.0,,
2814,THREATENED,Total number of threatened species,MOSS,Mosses,CZE,Czech Republic,NBR,Number,0,Units,,,251.0,,
2815,THREATENED,Total number of threatened species,LICHEN,Lichens,CZE,Czech Republic,NBR,Number,0,Units,,,569.0,,
2816,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CZE,Czech Republic,NBR,Number,0,Units,,,3526.0,,
2820,TOT_KNOWN,Total number of known species,LICHEN,Lichens,DNK,Denmark,NBR,Number,0,Units,,,1002.0,,
2821,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,0,Units,,,4270.0,,
2822,ENDANGERED,Number of endangered species,LICHEN,Lichens,DNK,Denmark,NBR,Number,0,Units,,,50.0,,
2823,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,0,Units,,,179.0,,
2824,CRITICAL,Number of critically endangered species,LICHEN,Lichens,DNK,Denmark,NBR,Number,0,Units,,,84.0,,
2825,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,0,Units,,,104.0,,
2826,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,DNK,Denmark,NBR,Number,0,Units,,,87.0,,
2827,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,0,Units,,,319.0,,
2828,THREATENED,Total number of threatened species,LICHEN,Lichens,DNK,Denmark,NBR,Number,0,Units,,,221.0,,
2829,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,DNK,Denmark,NBR,Number,0,Units,,,602.0,,
2832,TOT_KNOWN,Total number of known species,MOSS,Mosses,IRL,Ireland,NBR,Number,0,Units,,,596.0,,
2833,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,1230.0,,
2834,ENDANGERED,Number of endangered species,MOSS,Mosses,IRL,Ireland,NBR,Number,0,Units,,,30.0,,
2835,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,51.0,,
2836,CRITICAL,Number of critically endangered species,MOSS,Mosses,IRL,Ireland,NBR,Number,0,Units,,,19.0,,
2837,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,28.0,,
2838,VULNERABLE,Number of vulnerable species,MOSS,Mosses,IRL,Ireland,NBR,Number,0,Units,,,64.0,,
2839,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,100.0,,
2840,THREATENED,Total number of threatened species,MOSS,Mosses,IRL,Ireland,NBR,Number,0,Units,,,113.0,,
2841,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,IRL,Ireland,NBR,Number,0,Units,,,179.0,,
2844,TOT_KNOWN,Total number of known species,MOSS,Mosses,JPN,Japan,NBR,Number,0,Units,,,1800.0,,
2845,TOT_KNOWN,Total number of known species,LICHEN,Lichens,JPN,Japan,NBR,Number,0,Units,,,1600.0,,
2846,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,0,Units,,,5300.0,,
2847,ENDANGERED,Number of endangered species,MOSS,Mosses,JPN,Japan,NBR,Number,0,Units,,,138.0,,
2848,ENDANGERED,Number of endangered species,LICHEN,Lichens,JPN,Japan,NBR,Number,0,Units,,,41.0,,
2849,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,0,Units,,,22.0,,
2850,VULNERABLE,Number of vulnerable species,MOSS,Mosses,JPN,Japan,NBR,Number,0,Units,,,103.0,,
2851,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,JPN,Japan,NBR,Number,0,Units,,,20.0,,
2852,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,0,Units,,,43.0,,
2853,THREATENED,Total number of threatened species,MOSS,Mosses,JPN,Japan,NBR,Number,0,Units,,,240.0,,
2854,THREATENED,Total number of threatened species,LICHEN,Lichens,JPN,Japan,NBR,Number,0,Units,,,63.0,,
2855,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,JPN,Japan,NBR,Number,0,Units,,,65.0,,
2859,TOT_KNOWN,Total number of known species,MOSS,Mosses,KOR,Korea,NBR,Number,0,Units,,,925.0,,
2860,TOT_KNOWN,Total number of known species,LICHEN,Lichens,KOR,Korea,NBR,Number,0,Units,,,1133.0,,
2861,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,9.0,,
2862,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,13.0,,
2863,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,4.0,,
2864,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,6.0,,
2865,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,4.0,,
2866,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,37.0,,
2867,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,17.0,,
2868,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,56.0,,
2869,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,,,53.0,,
2870,TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,168.0,,
2871,TOT_KNOWN_IND,Total number of indigenous known species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,0,Units,,,7.0,,
2872,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,1395.0,,
2873,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,517.0,,
2874,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,683.0,,
2875,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,507.0,,
2876,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,,,3.0,,
2877,ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,10.0,,
2878,ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,0,Units,,,0.0,,
2879,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,,,2.0,,
2880,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,117.0,,
2881,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,27.0,,
2882,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,42.0,,
2883,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,60.0,,
2884,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,,,2.0,,
2885,CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,10.0,,
2886,CRITICAL_IND,Number of critically endangered indigenous species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,0,Units,,,1.0,,
2887,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,71.0,,
2888,CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,52.0,,
2889,CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,49.0,,
2890,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,51.0,,
2891,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,,,6.0,,
2892,VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,21.0,,
2893,VULNERABLE_IND,Number of vulnerable indigenous species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,0,Units,,,4.0,,
2894,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,,,3.0,,
2895,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,168.0,,
2896,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,43.0,,
2897,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,65.0,,
2898,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,51.0,,
2899,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,,,11.0,,
2900,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,41.0,,
2901,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,NLD,Netherlands,NBR,Number,0,Units,,,5.0,,
2902,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,356.0,,
2903,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,122.0,,
2904,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,156.0,,
2905,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,162.0,,
2913,TOT_KNOWN,Total number of known species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,1100.0,,
2914,TOT_KNOWN,Total number of known species,LICHEN,Lichens,ESP,Spain,NBR,Number,0,Units,,,2426.0,,
2915,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,1100.0,,
2916,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,ESP,Spain,NBR,Number,0,Units,,,2426.0,,
2917,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,44266.0,,
2918,ENDANGERED,Number of endangered species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,52.0,,
2919,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,54.0,,
2920,CRITICAL,Number of critically endangered species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,46.0,,
2921,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,22.0,,
2922,VULNERABLE,Number of vulnerable species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,161.0,,
2923,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,170.0,,
2924,THREATENED,Total number of threatened species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,259.0,,
2925,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,246.0,,
2926,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,52.0,,
2927,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,54.0,,
2928,CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,46.0,,
2929,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,22.0,,
2930,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,161.0,,
2931,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,170.0,,
2932,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,ESP,Spain,NBR,Number,0,Units,,,259.0,,
2933,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,ESP,Spain,NBR,Number,0,Units,,,246.0,,
2937,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,100.0,,
2938,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,42.0,,
2939,TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,100.0,,
2940,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,42.0,,
2941,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
2942,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,1.0,,
2943,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
2944,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,7.0,,
2945,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,1.0,,
2946,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,19.0,,
2947,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,2.0,,
2948,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
2949,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,1.0,,
2950,CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
2951,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,7.0,,
2952,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,1.0,,
2953,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,SWE,Sweden,NBR,Number,0,Units,,,19.0,,
2954,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SWE,Sweden,NBR,Number,0,Units,,,2.0,,
2959,THREATENED,Total number of threatened species,MOSS,Mosses,GBR,United Kingdom,NBR,Number,0,Units,,,123.0,,
2960,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,0,Units,,,241.0,,
2961,TOT_KNOWN,Total number of known species,BIRD,Birds,CRI,Costa Rica,NBR,Number,0,Units,,,888.0,,
2962,TOT_KNOWN,Total number of known species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,0,Units,,,173.0,,
2963,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,0,Units,,,192.0,,
2964,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,0,Units,,,1179.0,,
2965,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CRI,Costa Rica,NBR,Number,0,Units,,,447.0,,
2966,ENDANGERED,Number of endangered species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,0,Units,,,7.0,,
2967,ENDANGERED,Number of endangered species,BIRD,Birds,CRI,Costa Rica,NBR,Number,0,Units,,,8.0,,
2968,ENDANGERED,Number of endangered species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,0,Units,,,5.0,,
2969,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,0,Units,,,22.0,,
2970,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,0,Units,,,47.0,,
2971,CRITICAL,Number of critically endangered species,BIRD,Birds,CRI,Costa Rica,NBR,Number,0,Units,,,2.0,,
2972,CRITICAL,Number of critically endangered species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,0,Units,,,2.0,,
2973,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,0,Units,,,23.0,,
2974,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,0,Units,,,4.0,,
2975,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,0,Units,,,10.0,,
2976,VULNERABLE,Number of vulnerable species,BIRD,Birds,CRI,Costa Rica,NBR,Number,0,Units,,,20.0,,
2977,VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,0,Units,,,5.0,,
2978,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,0,Units,,,16.0,,
2979,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,NBR,Number,0,Units,,,86.0,,
2980,THREATENED,Total number of threatened species,MAMMAL,Mammals,CRI,Costa Rica,NBR,Number,0,Units,,,18.0,,
2981,THREATENED,Total number of threatened species,BIRD,Birds,CRI,Costa Rica,NBR,Number,0,Units,,,30.0,,
2982,THREATENED,Total number of threatened species,REPTILE,Reptiles,CRI,Costa Rica,NBR,Number,0,Units,,,12.0,,
2983,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CRI,Costa Rica,NBR,Number,0,Units,,,61.0,,
